parent_id,name,phone,occupation,address,student_id
P02538,Saron Fekadu,0930061877,Government Employee,Nefas Silk,ST02538
P02539,Genet Yohannes,0961584495,Driver,Kality,ST02539
P02540,Bereket Desta,0986802207,Nurse,Kolfe,ST02540
P02541,Saba Solomon,0993610172,Nurse,Akaki,ST02541
P02542,Solomon Yohannes,0933697622,Engineer,Kolfe,ST02542
P02543,Kidus Kebede,0926185739,Government Employee,Alem Bank,ST02543
P02544,Tewodros Abebe,0932085234,Merchant,Nefas Silk,ST02544
P02545,Yonatan Desta,0985109406,Driver,Lebu,ST02545
P02546,Solomon Hailu,0978341589,Teacher,Kolfe,ST02546
P02547,Elias Bekele,0935644551,Farmer,Kolfe,ST02547
P02548,Mekdes Nigatu,0993856069,Farmer,Akaki,ST02548
P02549,Nahom Bekele,0928842370,Government Employee,Nefas Silk,ST02549
P02550,Fikirte Fikre,0972789363,Nurse,Alem Bank,ST02550
P02551,Biruk Tadesse,0942593611,Government Employee,Kolfe,ST02551
P02552,Biniam Tesema,0926102083,Teacher,Nefas Silk,ST02552
P02553,Nahom Tesfaye,0945685074,Driver,Akaki,ST02553
P02554,Mahlet Worku,0925460727,Merchant,Nefas Silk,ST02554
P02555,Meron Nigatu,0994059566,Nurse,Akaki,ST02555
P02556,Mekdes Tesfaye,0969700689,Driver,Alem Bank,ST02556
P02557,Samuel Tsegaye,0926134724,Government Employee,Kality,ST02557
P02558,Nahom Fikre,0918363109,Merchant,Alem Bank,ST02558
P02559,Ruth Yohannes,0984764700,Nurse,Lebu,ST02559
P02560,Elias Girma,0954750319,Government Employee,Lebu,ST02560
P02561,Solomon Yohannes,0983000345,Farmer,Lebu,ST02561
P02562,Filmon Solomon,0969117437,Government Employee,Kolfe,ST02562
P02563,Saba Tadesse,0921539557,Teacher,Akaki,ST02563
P02564,Dawit Tesfaye,0924826764,Nurse,Alem Bank,ST02564
P02565,Samuel Fekadu,0916230894,Nurse,Nefas Silk,ST02565
P02566,Samrawit Solomon,0976906884,Nurse,Lebu,ST02566
P02567,Betelhem Tesema,0910987431,Teacher,Kality,ST02567
P02568,Almaz Alemu,0951660453,Government Employee,Lebu,ST02568
P02569,Biniam Desta,0923840936,Merchant,Lebu,ST02569
P02570,Saron Tadesse,0917349501,Merchant,Nefas Silk,ST02570
P02571,Tewodros Tadesse,0940293555,Merchant,Akaki,ST02571
P02572,Kidus Tesfaye,0970119690,Government Employee,Kality,ST02572
P02573,Ruth Alemu,0951808055,Driver,Kolfe,ST02573
P02574,Fikirte Hailu,0978320186,Farmer,Akaki,ST02574
P02575,Meron Desta,0976208134,Farmer,Kality,ST02575
P02576,Meron Tesema,0978258162,Nurse,Nefas Silk,ST02576
P02577,Fikirte Kassa,0911284828,Teacher,Lebu,ST02577
P02578,Liya Fikre,0910750586,Teacher,Lebu,ST02578
P02579,Yared Abebe,0986099482,Farmer,Lebu,ST02579
P02580,Meron Tesema,0916060778,Engineer,Alem Bank,ST02580
P02581,Kaleb Tesema,0998117483,Teacher,Kolfe,ST02581
P02582,Hiwot Kassa,0988713920,Nurse,Kolfe,ST02582
P02583,Samrawit Nigatu,0991234225,Merchant,Kality,ST02583
P02584,Kidus Bekele,0921868072,Driver,Lebu,ST02584
P02585,Biniam Abebe,0956358417,Government Employee,Kality,ST02585
P02586,Mekdes Hailu,0995642676,Driver,Lebu,ST02586
P02587,Abel Kassa,0968532514,Nurse,Alem Bank,ST02587
P02588,Dawit Nigatu,0941322816,Merchant,Kolfe,ST02588
P02589,Natnael Yohannes,0973072175,Government Employee,Alem Bank,ST02589
P02590,Henok Yohannes,0913258424,Driver,Alem Bank,ST02590
P02591,Daniel Abebe,0972239402,Teacher,Kolfe,ST02591
P02592,Rediet Abebe,0981787554,Nurse,Lebu,ST02592
P02593,Yosef Tesfaye,0931036652,Merchant,Kality,ST02593
P02594,Meron Nigatu,0949065866,Merchant,Lebu,ST02594
P02595,Nahom Kassa,0951279307,Engineer,Akaki,ST02595
P02596,Robel Getachew,0946305260,Driver,Lebu,ST02596
P02597,Samrawit Hailu,0916393571,Driver,Lebu,ST02597
P02598,Abel Worku,0986426927,Engineer,Akaki,ST02598
P02599,Saron Kebede,0947975577,Teacher,Kolfe,ST02599
P02600,Kaleb Tesema,0927925263,Merchant,Alem Bank,ST02600
P02601,Tigist Worku,0957057162,Engineer,Alem Bank,ST02601
P02602,Saron Kassa,0947341500,Teacher,Kolfe,ST02602
P02603,Eden Tadesse,0920773566,Farmer,Kality,ST02603
P02604,Rahel Kebede,0932177020,Merchant,Alem Bank,ST02604
P02605,Bethlehem Alemu,0997092663,Teacher,Kality,ST02605
P02606,Rediet Hailu,0975252101,Nurse,Alem Bank,ST02606
P02607,Yonatan Kassa,0978412061,Driver,Lebu,ST02607
P02608,Tigist Tadesse,0922281372,Teacher,Nefas Silk,ST02608
P02609,Yosef Desta,0967014508,Merchant,Akaki,ST02609
P02610,Samuel Solomon,0960657628,Teacher,Nefas Silk,ST02610
P02611,Yared Bekele,0987019145,Government Employee,Akaki,ST02611
P02612,Nahom Kebede,0932088683,Teacher,Kolfe,ST02612
P02613,Genet Tsegaye,0927632274,Nurse,Kality,ST02613
P02614,Yosef Girma,0947030245,Nurse,Nefas Silk,ST02614
P02615,Rahel Tesfaye,0967367400,Farmer,Nefas Silk,ST02615
P02616,Bereket Fikre,0969071845,Government Employee,Kality,ST02616
P02617,Yonatan Kassa,0914009999,Driver,Lebu,ST02617
P02618,Genet Alemu,0939813008,Farmer,Kality,ST02618
P02619,Henok Kebede,0979540299,Engineer,Kolfe,ST02619
P02620,Yared Desta,0939775759,Driver,Lebu,ST02620
P02621,Yared Tesema,0984262428,Farmer,Lebu,ST02621
P02622,Ruth Tesfaye,0964432794,Teacher,Kolfe,ST02622
P02623,Yared Worku,0967751315,Farmer,Nefas Silk,ST02623
P02624,Natnael Alemu,0992227643,Driver,Nefas Silk,ST02624
P02625,Fikirte Alemu,0937088013,Farmer,Lebu,ST02625
P02626,Betelhem Kebede,0975915676,Nurse,Alem Bank,ST02626
P02627,Betelhem Worku,0968300439,Driver,Kolfe,ST02627
P02628,Filmon Alemu,0915799828,Farmer,Alem Bank,ST02628
P02629,Biniam Alemu,0911799473,Driver,Kolfe,ST02629
P02630,Henok Solomon,0927750478,Farmer,Kolfe,ST02630
P02631,Eden Worku,0941687347,Teacher,Lebu,ST02631
P02632,Ruth Alemu,0958484409,Engineer,Kality,ST02632
P02633,Daniel Nigatu,0930569751,Government Employee,Akaki,ST02633
P02634,Betelhem Tsegaye,0922755348,Nurse,Kolfe,ST02634
P02635,Mekdes Tsegaye,0933799235,Nurse,Nefas Silk,ST02635
P02636,Solomon Desta,0982355748,Engineer,Alem Bank,ST02636
P02637,Yonatan Tesfaye,0970991475,Farmer,Lebu,ST02637
P02638,Selam Yohannes,0980735600,Engineer,Lebu,ST02638
P02639,Rediet Abebe,0940664530,Engineer,Kolfe,ST02639
P02640,Mahlet Kebede,0983441174,Farmer,Akaki,ST02640
P02641,Mekdes Hailu,0946893277,Nurse,Nefas Silk,ST02641
P02642,Samrawit Fekadu,0949682738,Merchant,Alem Bank,ST02642
P02643,Yosef Bekele,0937616321,Farmer,Kality,ST02643
P02644,Solomon Nigatu,0939781297,Government Employee,Nefas Silk,ST02644
P02645,Elias Tsegaye,0979272123,Engineer,Nefas Silk,ST02645
P02646,Yonatan Abebe,0915916194,Teacher,Akaki,ST02646
P02647,Rediet Tesema,0947262351,Farmer,Kolfe,ST02647
P02648,Betelhem Fekadu,0990340504,Nurse,Akaki,ST02648
P02649,Abel Yohannes,0991104664,Farmer,Kality,ST02649
P02650,Saba Worku,0999313487,Engineer,Kality,ST02650
P02651,Bereket Kassa,0985080176,Engineer,Akaki,ST02651
P02652,Yared Tadesse,0917035307,Nurse,Lebu,ST02652
P02653,Tigist Worku,0968297681,Merchant,Nefas Silk,ST02653
P02654,Selam Girma,0942970726,Nurse,Nefas Silk,ST02654
P02655,Kaleb Alemu,0994649352,Nurse,Alem Bank,ST02655
P02656,Kaleb Worku,0952012025,Teacher,Kality,ST02656
P02657,Fikirte Yohannes,0996105042,Merchant,Kality,ST02657
P02658,Selam Desta,0913245184,Merchant,Alem Bank,ST02658
P02659,Filmon Kebede,0965316361,Nurse,Alem Bank,ST02659
P02660,Mekdes Fekadu,0951869380,Farmer,Akaki,ST02660
P02661,Yared Hailu,0978594442,Teacher,Alem Bank,ST02661
P02662,Saron Tsegaye,0936194538,Nurse,Kolfe,ST02662
P02663,Bethlehem Fekadu,0910364504,Merchant,Akaki,ST02663
P02664,Kidus Girma,0947578783,Government Employee,Kality,ST02664
P02665,Samuel Desta,0993489769,Farmer,Kolfe,ST02665
P02666,Selam Desta,0929529025,Farmer,Kality,ST02666
P02667,Betelhem Fekadu,0921413127,Engineer,Nefas Silk,ST02667
P02668,Saron Kebede,0915135736,Teacher,Akaki,ST02668
P02669,Selam Bekele,0916692317,Driver,Nefas Silk,ST02669
P02670,Rahel Desta,0991903945,Nurse,Nefas Silk,ST02670
P02671,Kidus Abebe,0972068751,Merchant,Akaki,ST02671
P02672,Yosef Girma,0946599544,Farmer,Alem Bank,ST02672
P02673,Solomon Girma,0910021630,Driver,Akaki,ST02673
P02674,Saba Fekadu,0984342027,Teacher,Alem Bank,ST02674
P02675,Henok Fikre,0986747415,Government Employee,Akaki,ST02675
P02676,Hiwot Worku,0981130265,Teacher,Akaki,ST02676
P02677,Nahom Tsegaye,0977627468,Merchant,Lebu,ST02677
P02678,Biniam Fekadu,0979139796,Government Employee,Nefas Silk,ST02678
P02679,Daniel Tsegaye,0931114536,Merchant,Kality,ST02679
P02680,Betelhem Tesema,0943837589,Teacher,Kality,ST02680
P02681,Rahel Tesfaye,0913563941,Driver,Lebu,ST02681
P02682,Bereket Yohannes,0993974529,Merchant,Akaki,ST02682
P02683,Elias Tesfaye,0945721907,Nurse,Kolfe,ST02683
P02684,Samuel Solomon,0942279563,Merchant,Nefas Silk,ST02684
P02685,Eden Kassa,0999795878,Government Employee,Alem Bank,ST02685
P02686,Liya Hailu,0970861729,Merchant,Nefas Silk,ST02686
P02687,Abel Nigatu,0954763901,Government Employee,Nefas Silk,ST02687
P02688,Ruth Tesema,0957542901,Nurse,Alem Bank,ST02688
P02689,Liya Kassa,0961743063,Nurse,Alem Bank,ST02689
P02690,Tigist Nigatu,0951278596,Farmer,Alem Bank,ST02690
P02691,Eden Fekadu,0926394228,Driver,Lebu,ST02691
P02692,Samuel Hailu,0997757421,Merchant,Nefas Silk,ST02692
P02693,Bereket Getachew,0940201955,Government Employee,Akaki,ST02693
P02694,Eden Nigatu,0942630918,Teacher,Nefas Silk,ST02694
P02695,Abel Solomon,0969010144,Merchant,Akaki,ST02695
P02696,Selam Girma,0986003245,Driver,Kality,ST02696
P02697,Nahom Tsegaye,0910125340,Merchant,Alem Bank,ST02697
P02698,Kidus Tadesse,0960213339,Merchant,Akaki,ST02698
P02699,Biruk Fekadu,0951837308,Teacher,Akaki,ST02699
P02700,Genet Tadesse,0928765519,Merchant,Nefas Silk,ST02700
P02701,Hana Kassa,0955140306,Engineer,Nefas Silk,ST02701
P02702,Bethlehem Worku,0954399477,Merchant,Kolfe,ST02702
P02703,Samuel Hailu,0975254841,Engineer,Lebu,ST02703
P02704,Hiwot Desta,0986448686,Nurse,Alem Bank,ST02704
P02705,Yared Desta,0920446539,Nurse,Nefas Silk,ST02705
P02706,Hiwot Hailu,0910647522,Merchant,Alem Bank,ST02706
P02707,Bethlehem Mekonnen,0936883054,Teacher,Nefas Silk,ST02707
P02708,Henok Fekadu,0914321967,Driver,Kality,ST02708
P02709,Biniam Kassa,0995699388,Driver,Lebu,ST02709
P02710,Liya Solomon,0984675167,Engineer,Kality,ST02710
P02711,Biniam Kassa,0960891665,Nurse,Kality,ST02711
P02712,Biniam Tesfaye,0920197668,Nurse,Lebu,ST02712
P02713,Tewodros Alemu,0919638887,Engineer,Alem Bank,ST02713
P02714,Kidus Kebede,0938397503,Government Employee,Akaki,ST02714
P02715,Ruth Mekonnen,0949093184,Merchant,Alem Bank,ST02715
P02716,Tewodros Hailu,0945328890,Engineer,Kolfe,ST02716
P02717,Yonatan Hailu,0961654287,Teacher,Nefas Silk,ST02717
P02718,Saba Desta,0931418365,Merchant,Akaki,ST02718
P02719,Samrawit Kassa,0986193177,Driver,Kality,ST02719
P02720,Saba Yohannes,0943850358,Driver,Nefas Silk,ST02720
P02721,Liya Bekele,0989831118,Driver,Akaki,ST02721
P02722,Meron Fikre,0957824739,Driver,Alem Bank,ST02722
P02723,Liya Alemu,0952111643,Farmer,Akaki,ST02723
P02724,Eden Getachew,0944328948,Nurse,Kality,ST02724
P02725,Dawit Alemu,0947299735,Government Employee,Kolfe,ST02725
P02726,Saron Getachew,0955615314,Government Employee,Alem Bank,ST02726
P02727,Saba Kassa,0963389856,Merchant,Kality,ST02727
P02728,Ruth Tadesse,0987298577,Nurse,Kality,ST02728
P02729,Tewodros Getachew,0967193970,Engineer,Kolfe,ST02729
P02730,Daniel Tadesse,0923556239,Teacher,Kolfe,ST02730
P02731,Bethlehem Fikre,0979664597,Driver,Akaki,ST02731
P02732,Mahlet Tsegaye,0935453473,Engineer,Akaki,ST02732
P02733,Tewodros Mekonnen,0911825521,Driver,Kality,ST02733
P02734,Liya Fikre,0991457088,Nurse,Akaki,ST02734
P02735,Saron Alemu,0971367536,Merchant,Alem Bank,ST02735
P02736,Elias Alemu,0928447760,Nurse,Kality,ST02736
P02737,Selam Tadesse,0963086477,Driver,Lebu,ST02737
P02738,Biruk Mekonnen,0918190400,Nurse,Lebu,ST02738
P02739,Samrawit Fikre,0968730480,Merchant,Kality,ST02739
P02740,Mahlet Bekele,0922177268,Driver,Alem Bank,ST02740
P02741,Daniel Getachew,0959077487,Farmer,Lebu,ST02741
P02742,Bereket Worku,0971333725,Engineer,Alem Bank,ST02742
P02743,Selam Girma,0952326280,Government Employee,Kality,ST02743
P02744,Yared Kebede,0997113979,Merchant,Nefas Silk,ST02744
P02745,Daniel Kassa,0997180660,Nurse,Kolfe,ST02745
P02746,Natnael Tadesse,0937967407,Farmer,Nefas Silk,ST02746
P02747,Rediet Tesfaye,0948707723,Government Employee,Akaki,ST02747
P02748,Filmon Worku,0975511654,Driver,Kality,ST02748
P02749,Betelhem Fekadu,0993282214,Nurse,Alem Bank,ST02749
P02750,Ruth Kassa,0987310900,Driver,Nefas Silk,ST02750
P02751,Eden Nigatu,0952064505,Teacher,Kolfe,ST02751
P02752,Yonatan Getachew,0926537843,Farmer,Akaki,ST02752
P02753,Mekdes Tsegaye,0920771601,Nurse,Kality,ST02753
P02754,Natnael Tsegaye,0921713950,Teacher,Kality,ST02754
P02755,Genet Mekonnen,0982977667,Nurse,Nefas Silk,ST02755
P02756,Tigist Fekadu,0971823242,Teacher,Kality,ST02756
P02757,Kaleb Girma,0917071686,Driver,Akaki,ST02757
P02758,Tigist Alemu,0966234614,Merchant,Kolfe,ST02758
P02759,Mekdes Worku,0978975795,Nurse,Kolfe,ST02759
P02760,Kaleb Tsegaye,0927885106,Engineer,Kolfe,ST02760
P02761,Samuel Worku,0972876277,Teacher,Kality,ST02761
P02762,Yonatan Bekele,0994523041,Engineer,Lebu,ST02762
P02763,Selam Kebede,0915507097,Engineer,Lebu,ST02763
P02764,Samuel Hailu,0923320242,Teacher,Alem Bank,ST02764
P02765,Hana Worku,0915630032,Driver,Kality,ST02765
P02766,Natnael Kebede,0984157940,Nurse,Kolfe,ST02766
P02767,Mahlet Nigatu,0965543864,Teacher,Kolfe,ST02767
P02768,Robel Desta,0991743250,Farmer,Kality,ST02768
P02769,Yosef Tadesse,0930015334,Teacher,Kolfe,ST02769
P02770,Fikirte Kassa,0930867999,Teacher,Kolfe,ST02770
P02771,Genet Solomon,0915982518,Teacher,Akaki,ST02771
P02772,Yonatan Girma,0963389830,Driver,Kolfe,ST02772
P02773,Saron Tadesse,0921088474,Teacher,Kality,ST02773
P02774,Yosef Kassa,0997367055,Driver,Nefas Silk,ST02774
P02775,Eden Desta,0932278860,Nurse,Akaki,ST02775
P02776,Solomon Yohannes,0985616669,Farmer,Lebu,ST02776
P02777,Meron Solomon,0927031087,Engineer,Akaki,ST02777
P02778,Kidus Worku,0925664143,Teacher,Alem Bank,ST02778
P02779,Yared Worku,0942102061,Farmer,Kolfe,ST02779
P02780,Liya Hailu,0915376907,Farmer,Akaki,ST02780
P02781,Bereket Girma,0998349023,Merchant,Kality,ST02781
P02782,Selam Nigatu,0934056436,Driver,Kality,ST02782
P02783,Elias Tesema,0966998014,Government Employee,Akaki,ST02783
P02784,Yosef Getachew,0942498893,Engineer,Kolfe,ST02784
P02785,Yonatan Worku,0914041669,Teacher,Kolfe,ST02785
P02786,Yonatan Worku,0941246116,Merchant,Kality,ST02786
P02787,Saron Getachew,0922130889,Farmer,Kality,ST02787
P02788,Hana Tadesse,0998217738,Engineer,Alem Bank,ST02788
P02789,Tigist Tesema,0928431432,Farmer,Nefas Silk,ST02789
P02790,Kidus Tsegaye,0941942297,Nurse,Nefas Silk,ST02790
P02791,Nahom Kassa,0977787457,Driver,Lebu,ST02791
P02792,Hana Tadesse,0919555829,Farmer,Lebu,ST02792
P02793,Filmon Yohannes,0990557775,Teacher,Nefas Silk,ST02793
P02794,Kidus Getachew,0963682682,Merchant,Kality,ST02794
P02795,Filmon Mekonnen,0991568946,Merchant,Kality,ST02795
P02796,Natnael Alemu,0980716488,Government Employee,Kolfe,ST02796
P02797,Biniam Abebe,0944266895,Merchant,Nefas Silk,ST02797
P02798,Filmon Tesema,0913059646,Government Employee,Alem Bank,ST02798
P02799,Tigist Alemu,0956056874,Nurse,Kality,ST02799
P02800,Yosef Mekonnen,0910633709,Merchant,Lebu,ST02800
P02801,Abel Nigatu,0941269172,Nurse,Lebu,ST02801
P02802,Natnael Desta,0920526115,Teacher,Nefas Silk,ST02802
P02803,Kidus Bekele,0938195227,Engineer,Alem Bank,ST02803
P02804,Robel Tesfaye,0921576287,Teacher,Kolfe,ST02804
P02805,Liya Kassa,0921136346,Teacher,Lebu,ST02805
P02806,Mekdes Tadesse,0966768834,Government Employee,Lebu,ST02806
P02807,Dawit Kassa,0922247162,Farmer,Nefas Silk,ST02807
P02808,Robel Desta,0915211035,Government Employee,Kolfe,ST02808
P02809,Henok Fekadu,0918579668,Engineer,Nefas Silk,ST02809
P02810,Yared Alemu,0935321752,Government Employee,Kolfe,ST02810
P02811,Biruk Tsegaye,0975278829,Teacher,Lebu,ST02811
P02812,Yared Tadesse,0985820925,Driver,Akaki,ST02812
P02813,Robel Fikre,0914034018,Government Employee,Nefas Silk,ST02813
P02814,Solomon Desta,0968219997,Farmer,Nefas Silk,ST02814
P02815,Henok Getachew,0994960193,Engineer,Lebu,ST02815
P02816,Yared Nigatu,0926913991,Nurse,Alem Bank,ST02816
P02817,Mahlet Alemu,0971914953,Government Employee,Nefas Silk,ST02817
P02818,Mekdes Desta,0988779233,Nurse,Kolfe,ST02818
P02819,Eden Worku,0947920880,Teacher,Kolfe,ST02819
P02820,Kidus Girma,0932521601,Engineer,Alem Bank,ST02820
P02821,Tewodros Worku,0925538102,Merchant,Nefas Silk,ST02821
P02822,Biniam Bekele,0912485765,Farmer,Akaki,ST02822
P02823,Biniam Tadesse,0932056865,Engineer,Kality,ST02823
P02824,Kidus Tesfaye,0976987995,Government Employee,Lebu,ST02824
P02825,Mahlet Fikre,0940086655,Government Employee,Lebu,ST02825
P02826,Samrawit Girma,0930687410,Engineer,Kality,ST02826
P02827,Biniam Getachew,0922487596,Government Employee,Kality,ST02827
P02828,Saron Kebede,0913090434,Merchant,Nefas Silk,ST02828
P02829,Hiwot Tesfaye,0973083298,Teacher,Alem Bank,ST02829
P02830,Bethlehem Girma,0946402348,Driver,Kality,ST02830
P02831,Almaz Tesfaye,0987679451,Farmer,Lebu,ST02831
P02832,Eden Alemu,0934598202,Merchant,Lebu,ST02832
P02833,Biruk Getachew,0984144956,Engineer,Kality,ST02833
P02834,Dawit Mekonnen,0953855922,Teacher,Kolfe,ST02834
P02835,Selam Mekonnen,0950501317,Driver,Kolfe,ST02835
P02836,Mahlet Abebe,0961160967,Nurse,Akaki,ST02836
P02837,Samuel Abebe,0953882127,Nurse,Akaki,ST02837
P02838,Nahom Tsegaye,0947916178,Government Employee,Alem Bank,ST02838
P02839,Kaleb Kebede,0962011304,Nurse,Nefas Silk,ST02839
P02840,Betelhem Fekadu,0979155217,Driver,Kolfe,ST02840
P02841,Meron Tesema,0948871925,Farmer,Kality,ST02841
P02842,Yosef Girma,0973557912,Nurse,Nefas Silk,ST02842
P02843,Tigist Yohannes,0957031435,Government Employee,Nefas Silk,ST02843
P02844,Tigist Kassa,0960261829,Engineer,Kolfe,ST02844
P02845,Rediet Tsegaye,0951222027,Teacher,Kolfe,ST02845
P02846,Eden Abebe,0996327530,Farmer,Akaki,ST02846
P02847,Dawit Yohannes,0927894792,Engineer,Lebu,ST02847
P02848,Henok Fekadu,0995444240,Farmer,Lebu,ST02848
P02849,Mahlet Yohannes,0913248084,Teacher,Akaki,ST02849
P02850,Kidus Worku,0916561296,Engineer,Kality,ST02850
P02851,Yonatan Fikre,0943007711,Farmer,Akaki,ST02851
P02852,Natnael Nigatu,0924231357,Merchant,Kolfe,ST02852
P02853,Yared Tesema,0977550272,Driver,Kality,ST02853
P02854,Samrawit Tesema,0939794870,Engineer,Akaki,ST02854
P02855,Abel Tsegaye,0968266805,Government Employee,Nefas Silk,ST02855
P02856,Ruth Hailu,0917461584,Teacher,Lebu,ST02856
P02857,Eden Abebe,0958426719,Nurse,Kality,ST02857
P02858,Liya Nigatu,0943655208,Merchant,Kality,ST02858
P02859,Mekdes Fekadu,0916097300,Driver,Lebu,ST02859
P02860,Filmon Tsegaye,0924135742,Merchant,Lebu,ST02860
P02861,Fikirte Hailu,0943367752,Merchant,Alem Bank,ST02861
P02862,Samuel Worku,0910635947,Engineer,Lebu,ST02862
P02863,Yosef Mekonnen,0929972890,Driver,Akaki,ST02863
P02864,Bereket Kassa,0920203203,Government Employee,Nefas Silk,ST02864
P02865,Kidus Kassa,0964381805,Nurse,Lebu,ST02865
P02866,Elias Alemu,0941003378,Merchant,Akaki,ST02866
P02867,Rediet Solomon,0915041695,Teacher,Kality,ST02867
P02868,Tewodros Girma,0922025425,Driver,Nefas Silk,ST02868
P02869,Abel Tesema,0910972832,Nurse,Nefas Silk,ST02869
P02870,Biniam Mekonnen,0986650063,Government Employee,Nefas Silk,ST02870
P02871,Saba Yohannes,0942869037,Engineer,Kolfe,ST02871
P02872,Tigist Tesema,0980677574,Engineer,Lebu,ST02872
P02873,Betelhem Getachew,0969136256,Nurse,Akaki,ST02873
P02874,Eden Abebe,0957996582,Engineer,Akaki,ST02874
P02875,Daniel Yohannes,0951800167,Teacher,Akaki,ST02875
P02876,Henok Girma,0996770339,Merchant,Kality,ST02876
P02877,Biniam Getachew,0990668047,Merchant,Lebu,ST02877
P02878,Natnael Girma,0925008018,Merchant,Lebu,ST02878
P02879,Ruth Kebede,0936999876,Driver,Kolfe,ST02879
P02880,Almaz Tadesse,0976324876,Farmer,Lebu,ST02880
P02881,Kaleb Hailu,0943453150,Engineer,Lebu,ST02881
P02882,Genet Nigatu,0934046902,Engineer,Akaki,ST02882
P02883,Fikirte Alemu,0977794989,Nurse,Alem Bank,ST02883
P02884,Betelhem Solomon,0933303684,Nurse,Nefas Silk,ST02884
P02885,Yared Tesema,0987010066,Farmer,Akaki,ST02885
P02886,Hana Abebe,0982215748,Teacher,Kality,ST02886
P02887,Natnael Yohannes,0910347832,Nurse,Alem Bank,ST02887
P02888,Filmon Tsegaye,0998273341,Merchant,Kolfe,ST02888
P02889,Eden Mekonnen,0951849373,Teacher,Lebu,ST02889
P02890,Hana Worku,0958041491,Teacher,Kality,ST02890
P02891,Meron Kebede,0965272544,Teacher,Akaki,ST02891
P02892,Eden Nigatu,0984393505,Farmer,Lebu,ST02892
P02893,Hana Mekonnen,0987883149,Engineer,Alem Bank,ST02893
P02894,Genet Solomon,0985190857,Engineer,Alem Bank,ST02894
P02895,Elias Alemu,0926909251,Engineer,Nefas Silk,ST02895
P02896,Natnael Hailu,0920627402,Merchant,Alem Bank,ST02896
P02897,Biruk Getachew,0976016907,Farmer,Kality,ST02897
P02898,Liya Kassa,0928891248,Engineer,Kality,ST02898
P02899,Henok Worku,0988068271,Government Employee,Kolfe,ST02899
P02900,Hana Abebe,0995077035,Nurse,Alem Bank,ST02900
P02901,Saba Kassa,0984175142,Government Employee,Alem Bank,ST02901
P02902,Bereket Tesema,0917824948,Teacher,Akaki,ST02902
P02903,Liya Worku,0981695714,Farmer,Lebu,ST02903
P02904,Nahom Worku,0999782737,Nurse,Kolfe,ST02904
P02905,Tigist Tadesse,0975984620,Government Employee,Alem Bank,ST02905
P02906,Genet Worku,0978420736,Teacher,Alem Bank,ST02906
P02907,Biniam Yohannes,0919107841,Engineer,Alem Bank,ST02907
P02908,Elias Yohannes,0999248322,Teacher,Alem Bank,ST02908
P02909,Kaleb Desta,0935279149,Government Employee,Kolfe,ST02909
P02910,Betelhem Bekele,0941858706,Farmer,Kality,ST02910
P02911,Almaz Tadesse,0924040252,Government Employee,Kolfe,ST02911
P02912,Liya Tadesse,0957388701,Government Employee,Nefas Silk,ST02912
P02913,Filmon Fikre,0929504104,Engineer,Nefas Silk,ST02913
P02914,Meron Nigatu,0980060929,Merchant,Kality,ST02914
P02915,Mahlet Worku,0999187948,Farmer,Nefas Silk,ST02915
P02916,Mahlet Yohannes,0996060229,Government Employee,Kolfe,ST02916
P02917,Biruk Desta,0938141659,Engineer,Alem Bank,ST02917
P02918,Selam Bekele,0922524283,Engineer,Kality,ST02918
P02919,Tigist Tesfaye,0932331683,Driver,Kolfe,ST02919
P02920,Mahlet Girma,0952537354,Driver,Kolfe,ST02920
P02921,Liya Worku,0955798183,Teacher,Lebu,ST02921
P02922,Tewodros Bekele,0991572085,Farmer,Kality,ST02922
P02923,Saron Yohannes,0925642173,Engineer,Akaki,ST02923
P02924,Yosef Desta,0944732658,Engineer,Alem Bank,ST02924
P02925,Tewodros Girma,0972226772,Nurse,Lebu,ST02925
P02926,Saron Getachew,0924471692,Driver,Kolfe,ST02926
P02927,Yosef Solomon,0946103011,Nurse,Kality,ST02927
P02928,Eden Mekonnen,0957236049,Teacher,Nefas Silk,ST02928
P02929,Tigist Tesema,0944499520,Government Employee,Nefas Silk,ST02929
P02930,Almaz Abebe,0973212056,Merchant,Alem Bank,ST02930
P02931,Kidus Kassa,0930113203,Nurse,Akaki,ST02931
P02932,Hana Solomon,0999762960,Merchant,Akaki,ST02932
P02933,Yonatan Kassa,0945553346,Merchant,Alem Bank,ST02933
P02934,Henok Fekadu,0954539530,Farmer,Kolfe,ST02934
P02935,Liya Hailu,0942272742,Engineer,Alem Bank,ST02935
P02936,Rahel Yohannes,0998970740,Teacher,Kality,ST02936
P02937,Kaleb Getachew,0916099484,Nurse,Alem Bank,ST02937
P02938,Daniel Tesfaye,0967815767,Nurse,Akaki,ST02938
P02939,Kaleb Tesema,0914953252,Engineer,Kality,ST02939
P02940,Samrawit Mekonnen,0918501414,Engineer,Kality,ST02940
P02941,Hana Fikre,0915501776,Nurse,Lebu,ST02941
P02942,Daniel Worku,0963880070,Government Employee,Kolfe,ST02942
P02943,Solomon Tesema,0933830586,Farmer,Kality,ST02943
P02944,Mahlet Tadesse,0963730136,Government Employee,Kolfe,ST02944
P02945,Liya Hailu,0969746648,Driver,Akaki,ST02945
P02946,Elias Tesfaye,0963899535,Driver,Alem Bank,ST02946
P02947,Abel Hailu,0940915104,Merchant,Lebu,ST02947
P02948,Abel Kassa,0919584679,Merchant,Alem Bank,ST02948
