student_id,first_name,last_name,gender,grade,section,branch,date_of_birth
ST02716,Betelhem,Tsegaye,F,Grade 4,A,Alem Bank Campus,2007-03-02
ST02717,Henok,Tesfaye,M,Grade 11,A,Alem Bank Campus,2017-03-24
ST02718,Nahom,Bekele,M,Grade 9,B,Alem Bank Campus,2007-07-15
ST02719,Rahel,Bekele,F,Grade 7,C,Akaki Campus,2016-12-02
ST02720,Hiwot,Bekele,F,Grade 12,A,Alem Bank Campus,2013-03-07
ST02721,Mekdes,Abebe,F,Grade 1,C,Nefas Silk Campus,2015-09-03
ST02722,Rediet,Solomon,F,Grade 12,C,Akaki Campus,2007-10-31
ST02723,Daniel,Tesema,M,Grade 4,C,Nefas Silk Campus,2012-01-24
ST02724,Filmon,Tesema,M,Grade 4,B,Nefas Silk Campus,2014-03-02
ST02725,Bethlehem,Tsegaye,F,Grade 7,A,Nefas Silk Campus,2016-12-28
ST02726,Saron,Abebe,F,Grade 1,A,Nefas Silk Campus,2015-08-20
ST02727,Meron,Getachew,F,Grade 11,A,Nefas Silk Campus,2010-01-02
ST02728,Tigist,Solomon,F,Grade 8,B,Akaki Campus,2017-02-16
ST02729,Solomon,Desta,M,Grade 11,A,Akaki Campus,2011-05-16
ST02730,Tigist,Nigatu,F,Grade 8,A,Akaki Campus,2017-10-18
ST02731,Nahom,Tesfaye,M,Grade 8,A,Akaki Campus,2017-02-04
ST02732,Henok,Bekele,M,Grade 5,C,Akaki Campus,2008-06-14
ST02733,Hiwot,Fekadu,F,Grade 5,C,Akaki Campus,2017-05-19
ST02734,Fikirte,Kebede,F,Grade 9,A,Alem Bank Campus,2012-02-29
ST02735,Henok,Mekonnen,M,Grade 9,A,Alem Bank Campus,2015-11-08
ST02736,Liya,Mekonnen,F,Grade 5,C,Akaki Campus,2012-02-13
ST02737,Dawit,Alemu,M,Grade 9,A,Alem Bank Campus,2012-02-11
ST02738,Eden,Mekonnen,F,Grade 6,B,Akaki Campus,2012-04-27
ST02739,Mekdes,Tadesse,F,Grade 11,A,Nefas Silk Campus,2012-03-26
ST02740,Biniam,Tesfaye,M,Grade 6,B,Nefas Silk Campus,2014-04-23
ST02741,Samrawit,Yohannes,F,Grade 2,B,Akaki Campus,2012-10-18
ST02742,Kidus,Desta,M,Grade 5,B,Alem Bank Campus,2008-01-23
ST02743,Selam,Yohannes,F,Grade 11,B,Nefas Silk Campus,2009-02-04
ST02744,Abel,Nigatu,M,Grade 5,A,Alem Bank Campus,2010-09-20
ST02745,Yonatan,Kebede,M,Grade 10,A,Akaki Campus,2014-09-22
ST02746,Yared,Bekele,M,Grade 2,A,Alem Bank Campus,2008-01-10
ST02747,Natnael,Tesfaye,M,Grade 8,A,Akaki Campus,2016-09-06
ST02748,Almaz,Fikre,F,Grade 2,B,Nefas Silk Campus,2011-06-22
ST02749,Tigist,Worku,F,Grade 10,A,Nefas Silk Campus,2011-01-03
ST02750,Tewodros,Bekele,M,Grade 11,C,Akaki Campus,2016-12-16
ST02751,Almaz,Kebede,F,Grade 9,C,Alem Bank Campus,2008-03-28
ST02752,Biruk,Tesema,M,Grade 1,A,Nefas Silk Campus,2009-04-24
ST02753,Fikirte,Alemu,F,Grade 9,A,Akaki Campus,2011-02-21
ST02754,Yared,Tesema,M,Grade 9,C,Alem Bank Campus,2009-02-11
ST02755,Biruk,Fekadu,M,Grade 6,B,Nefas Silk Campus,2010-10-24
ST02756,Kaleb,Kebede,M,Grade 5,C,Nefas Silk Campus,2012-09-05
ST02757,Solomon,Tsegaye,M,Grade 7,A,Akaki Campus,2015-10-02
ST02758,Bereket,Yohannes,M,Grade 6,A,Nefas Silk Campus,2010-02-11
ST02759,Dawit,Hailu,M,Grade 8,A,Akaki Campus,2014-06-07
ST02760,Genet,Kassa,F,Grade 2,B,Nefas Silk Campus,2012-05-16
ST02761,Biniam,Desta,M,Grade 7,A,Nefas Silk Campus,2015-06-18
ST02762,Samrawit,Kassa,F,Grade 5,A,Alem Bank Campus,2013-07-09
ST02763,Yared,Kebede,M,Grade 2,C,Akaki Campus,2016-04-12
ST02764,Mekdes,Alemu,F,Grade 4,C,Nefas Silk Campus,2010-01-15
ST02765,Saba,Worku,F,Grade 5,C,Alem Bank Campus,2014-06-02
ST02766,Samuel,Fekadu,M,Grade 7,C,Alem Bank Campus,2017-01-09
ST02767,Elias,Abebe,M,Grade 3,A,Alem Bank Campus,2007-06-12
ST02768,Samuel,Solomon,M,Grade 5,B,Alem Bank Campus,2007-11-07
ST02769,Samrawit,Solomon,F,Grade 2,A,Akaki Campus,2008-01-18
ST02770,Robel,Alemu,M,Grade 1,B,Akaki Campus,2016-05-04
ST02771,Dawit,Girma,M,Grade 4,C,Nefas Silk Campus,2007-01-24
ST02772,Eden,Tadesse,F,Grade 12,C,Alem Bank Campus,2007-05-22
ST02773,Mahlet,Alemu,F,Grade 7,B,Akaki Campus,2009-11-19
ST02774,Ruth,Bekele,F,Grade 4,C,Alem Bank Campus,2011-07-24
ST02775,Eden,Fikre,F,Grade 2,C,Akaki Campus,2009-07-27
ST02776,Ruth,Solomon,F,Grade 7,A,Alem Bank Campus,2013-05-10
ST02777,Betelhem,Abebe,F,Grade 8,B,Akaki Campus,2008-11-20
ST02778,Eden,Mekonnen,F,Grade 1,B,Akaki Campus,2008-12-22
ST02779,Selam,Fikre,F,Grade 11,A,Nefas Silk Campus,2010-03-06
ST02780,Biniam,Tadesse,M,Grade 1,A,Akaki Campus,2007-01-24
ST02781,Mekdes,Desta,F,Grade 12,B,Nefas Silk Campus,2016-10-27
ST02782,Biniam,Tesfaye,M,Grade 3,C,Akaki Campus,2011-06-19
ST02783,Genet,Fekadu,F,Grade 5,B,Nefas Silk Campus,2012-09-20
ST02784,Abel,Tadesse,M,Grade 10,C,Alem Bank Campus,2015-06-02
ST02785,Hana,Girma,F,Grade 6,C,Akaki Campus,2008-08-18
ST02786,Ruth,Tsegaye,F,Grade 9,A,Nefas Silk Campus,2009-12-19
ST02787,Hiwot,Kassa,F,Grade 6,C,Nefas Silk Campus,2008-09-03
ST02788,Tigist,Getachew,F,Grade 2,A,Nefas Silk Campus,2014-02-07
ST02789,Rediet,Hailu,F,Grade 10,A,Akaki Campus,2009-10-25
ST02790,Biniam,Tesema,M,Grade 4,B,Nefas Silk Campus,2012-08-02
ST02791,Mekdes,Girma,F,Grade 8,B,Akaki Campus,2011-01-22
ST02792,Selam,Solomon,F,Grade 11,A,Akaki Campus,2011-05-21
ST02793,Abel,Tesfaye,M,Grade 12,A,Nefas Silk Campus,2007-09-28
ST02794,Bereket,Hailu,M,Grade 9,A,Nefas Silk Campus,2010-10-24
ST02795,Nahom,Girma,M,Grade 2,C,Alem Bank Campus,2014-03-16
ST02796,Solomon,Alemu,M,Grade 6,C,Alem Bank Campus,2013-07-17
ST02797,Selam,Yohannes,F,Grade 7,A,Nefas Silk Campus,2017-07-29
ST02798,Betelhem,Yohannes,F,Grade 3,C,Alem Bank Campus,2013-10-28
ST02799,Henok,Mekonnen,M,Grade 12,B,Alem Bank Campus,2016-05-31
ST02800,Hana,Kebede,F,Grade 2,A,Akaki Campus,2012-08-19
ST02801,Liya,Getachew,F,Grade 6,B,Nefas Silk Campus,2015-02-07
ST02802,Bethlehem,Tsegaye,F,Grade 8,A,Akaki Campus,2009-07-04
ST02803,Selam,Tadesse,F,Grade 10,B,Nefas Silk Campus,2007-04-29
ST02804,Henok,Worku,M,Grade 10,C,Nefas Silk Campus,2012-09-28
ST02805,Ruth,Bekele,F,Grade 6,C,Alem Bank Campus,2017-07-03
ST02806,Hana,Kebede,F,Grade 3,C,Nefas Silk Campus,2014-10-01
ST02807,Selam,Girma,F,Grade 11,A,Nefas Silk Campus,2012-08-05
ST02808,Bereket,Solomon,M,Grade 8,C,Nefas Silk Campus,2013-05-16
ST02809,Yosef,Mekonnen,M,Grade 8,C,Alem Bank Campus,2010-01-12
ST02810,Solomon,Solomon,M,Grade 4,A,Alem Bank Campus,2007-02-24
ST02811,Yosef,Solomon,M,Grade 10,C,Alem Bank Campus,2007-01-08
ST02812,Robel,Fikre,M,Grade 12,A,Nefas Silk Campus,2016-01-27
ST02813,Henok,Kassa,M,Grade 3,B,Nefas Silk Campus,2016-07-05
ST02814,Kidus,Getachew,M,Grade 9,C,Akaki Campus,2007-03-18
ST02815,Bereket,Solomon,M,Grade 1,A,Akaki Campus,2008-01-15
ST02816,Henok,Desta,M,Grade 7,B,Nefas Silk Campus,2007-02-28
ST02817,Filmon,Yohannes,M,Grade 8,C,Akaki Campus,2015-12-12
ST02818,Kidus,Nigatu,M,Grade 10,A,Akaki Campus,2016-12-22
ST02819,Ruth,Mekonnen,F,Grade 3,A,Nefas Silk Campus,2011-06-21
ST02820,Tigist,Girma,F,Grade 5,C,Akaki Campus,2015-05-18
ST02821,Biniam,Tadesse,M,Grade 11,C,Nefas Silk Campus,2013-09-04
ST02822,Kaleb,Bekele,M,Grade 9,A,Nefas Silk Campus,2009-08-19
ST02823,Robel,Alemu,M,Grade 2,B,Nefas Silk Campus,2009-03-10
ST02824,Liya,Mekonnen,F,Grade 8,B,Akaki Campus,2014-08-15
ST02825,Elias,Tadesse,M,Grade 9,A,Akaki Campus,2013-05-26
ST02826,Bereket,Kebede,M,Grade 10,A,Alem Bank Campus,2015-05-13
ST02827,Biruk,Kebede,M,Grade 10,C,Akaki Campus,2013-12-16
ST02828,Almaz,Kebede,F,Grade 10,B,Akaki Campus,2008-06-01
ST02829,Mahlet,Getachew,F,Grade 3,B,Akaki Campus,2008-07-02
ST02830,Yared,Hailu,M,Grade 7,B,Akaki Campus,2015-09-24
ST02831,Bereket,Bekele,M,Grade 12,C,Nefas Silk Campus,2008-06-25
ST02832,Natnael,Tadesse,M,Grade 5,A,Nefas Silk Campus,2013-08-05
ST02833,Biniam,Worku,M,Grade 1,B,Akaki Campus,2013-04-04
ST02834,Saba,Mekonnen,F,Grade 12,A,Nefas Silk Campus,2010-09-03
ST02835,Selam,Alemu,F,Grade 5,A,Nefas Silk Campus,2012-04-23
ST02836,Hiwot,Mekonnen,F,Grade 12,C,Alem Bank Campus,2016-05-05
ST02837,Natnael,Alemu,M,Grade 4,C,Alem Bank Campus,2007-08-12
ST02838,Ruth,Fekadu,F,Grade 10,A,Alem Bank Campus,2016-01-28
ST02839,Liya,Worku,F,Grade 10,A,Nefas Silk Campus,2010-11-09
ST02840,Dawit,Abebe,M,Grade 2,B,Akaki Campus,2016-08-22
ST02841,Hana,Worku,F,Grade 12,B,Alem Bank Campus,2017-06-18
ST02842,Yosef,Abebe,M,Grade 10,B,Akaki Campus,2011-12-16
ST02843,Rediet,Nigatu,F,Grade 9,B,Alem Bank Campus,2012-06-23
ST02844,Rediet,Worku,F,Grade 11,C,Nefas Silk Campus,2008-08-14
ST02845,Filmon,Nigatu,M,Grade 6,A,Nefas Silk Campus,2010-02-09
ST02846,Mahlet,Worku,F,Grade 5,C,Alem Bank Campus,2015-05-03
ST02847,Elias,Kassa,M,Grade 10,C,Alem Bank Campus,2014-09-10
ST02848,Elias,Yohannes,M,Grade 5,A,Akaki Campus,2011-07-01
ST02849,Abel,Desta,M,Grade 9,C,Akaki Campus,2009-11-10
ST02850,Selam,Tesema,F,Grade 8,A,Nefas Silk Campus,2008-06-13
ST02851,Bereket,Fekadu,M,Grade 8,A,Akaki Campus,2013-05-23
ST02852,Saba,Desta,F,Grade 11,B,Akaki Campus,2015-11-09
ST02853,Henok,Bekele,M,Grade 4,B,Alem Bank Campus,2015-09-06
ST02854,Meron,Kassa,F,Grade 1,B,Nefas Silk Campus,2015-03-20
ST02855,Rahel,Kebede,F,Grade 8,B,Nefas Silk Campus,2007-11-14
ST02856,Selam,Yohannes,F,Grade 7,A,Akaki Campus,2015-04-13
ST02857,Betelhem,Tesema,F,Grade 7,C,Alem Bank Campus,2009-01-10
ST02858,Biniam,Desta,M,Grade 3,B,Akaki Campus,2017-10-08
ST02859,Eden,Fikre,F,Grade 5,A,Akaki Campus,2012-11-30
ST02860,Mahlet,Alemu,F,Grade 8,B,Akaki Campus,2012-09-13
ST02861,Samrawit,Girma,F,Grade 5,B,Nefas Silk Campus,2011-03-04
ST02862,Yared,Tadesse,M,Grade 2,C,Alem Bank Campus,2008-08-26
ST02863,Eden,Abebe,F,Grade 6,C,Akaki Campus,2007-01-15
ST02864,Saron,Mekonnen,F,Grade 12,B,Alem Bank Campus,2010-09-01
ST02865,Yosef,Nigatu,M,Grade 7,B,Nefas Silk Campus,2009-11-27
ST02866,Selam,Fikre,F,Grade 4,C,Akaki Campus,2013-03-03
ST02867,Saba,Yohannes,F,Grade 3,A,Alem Bank Campus,2016-02-14
ST02868,Yonatan,Tesema,M,Grade 8,A,Akaki Campus,2009-01-01
ST02869,Yared,Worku,M,Grade 8,B,Nefas Silk Campus,2008-05-27
ST02870,Ruth,Alemu,F,Grade 7,C,Akaki Campus,2015-01-03
ST02871,Henok,Tesema,M,Grade 6,B,Akaki Campus,2008-07-06
ST02872,Saba,Kebede,F,Grade 7,C,Alem Bank Campus,2009-05-08
ST02873,Mahlet,Fekadu,F,Grade 4,B,Nefas Silk Campus,2011-12-11
ST02874,Rediet,Alemu,F,Grade 2,C,Alem Bank Campus,2016-10-16
ST02875,Mekdes,Kassa,F,Grade 8,C,Alem Bank Campus,2016-04-27
ST02876,Henok,Getachew,M,Grade 11,B,Nefas Silk Campus,2012-09-14
ST02877,Dawit,Worku,M,Grade 5,C,Alem Bank Campus,2012-05-24
ST02878,Samuel,Desta,M,Grade 7,B,Alem Bank Campus,2011-03-04
ST02879,Solomon,Worku,M,Grade 12,C,Akaki Campus,2008-07-05
ST02880,Genet,Alemu,F,Grade 3,C,Nefas Silk Campus,2008-01-13
ST02881,Rediet,Fikre,F,Grade 5,A,Alem Bank Campus,2009-07-01
ST02882,Yonatan,Tesfaye,M,Grade 8,C,Akaki Campus,2014-11-07
ST02883,Filmon,Bekele,M,Grade 6,B,Nefas Silk Campus,2012-02-19
ST02884,Selam,Bekele,F,Grade 2,A,Akaki Campus,2017-07-16
ST02885,Solomon,Fekadu,M,Grade 6,C,Alem Bank Campus,2009-08-19
ST02886,Kaleb,Tesema,M,Grade 7,A,Akaki Campus,2012-01-21
ST02887,Eden,Fikre,F,Grade 1,C,Akaki Campus,2016-09-22
ST02888,Henok,Girma,M,Grade 9,A,Nefas Silk Campus,2009-05-02
ST02889,Tigist,Tesfaye,F,Grade 8,B,Alem Bank Campus,2016-01-06
ST02890,Mekdes,Hailu,F,Grade 3,B,Akaki Campus,2009-04-20
ST02891,Tigist,Getachew,F,Grade 2,A,Alem Bank Campus,2015-04-04
ST02892,Rediet,Desta,F,Grade 10,A,Alem Bank Campus,2007-10-27
ST02893,Meron,Tesema,F,Grade 6,A,Akaki Campus,2007-12-25
ST02894,Bereket,Solomon,M,Grade 11,C,Akaki Campus,2014-08-31
ST02895,Genet,Solomon,F,Grade 2,B,Alem Bank Campus,2016-10-25
ST02896,Filmon,Tesfaye,M,Grade 6,C,Alem Bank Campus,2013-07-09
ST02897,Abel,Fekadu,M,Grade 2,C,Akaki Campus,2017-11-21
ST02898,Abel,Alemu,M,Grade 7,B,Nefas Silk Campus,2014-09-05
ST02899,Hana,Fikre,F,Grade 5,C,Alem Bank Campus,2013-06-19
ST02900,Rediet,Solomon,F,Grade 5,A,Nefas Silk Campus,2015-02-05
ST02901,Samuel,Worku,M,Grade 5,C,Alem Bank Campus,2010-11-21
ST02902,Daniel,Alemu,M,Grade 9,A,Akaki Campus,2012-12-03
ST02903,Rahel,Tesfaye,F,Grade 3,A,Akaki Campus,2013-07-21
ST02904,Fikirte,Solomon,F,Grade 12,B,Nefas Silk Campus,2013-06-29
ST02905,Genet,Alemu,F,Grade 11,B,Nefas Silk Campus,2010-08-24
ST02906,Biniam,Bekele,M,Grade 1,A,Alem Bank Campus,2010-05-23
ST02907,Almaz,Abebe,F,Grade 11,B,Nefas Silk Campus,2015-02-24
ST02908,Almaz,Worku,F,Grade 1,B,Alem Bank Campus,2017-06-20
ST02909,Elias,Getachew,M,Grade 7,C,Alem Bank Campus,2008-08-10
ST02910,Biniam,Tesema,M,Grade 11,B,Alem Bank Campus,2017-10-14
ST02911,Liya,Abebe,F,Grade 4,C,Nefas Silk Campus,2011-10-28
ST02912,Rediet,Kassa,F,Grade 3,B,Akaki Campus,2014-10-26
ST02913,Genet,Hailu,F,Grade 5,C,Alem Bank Campus,2015-07-12
ST02914,Almaz,Mekonnen,F,Grade 1,B,Akaki Campus,2014-10-22
ST02915,Robel,Alemu,M,Grade 12,C,Nefas Silk Campus,2008-12-19
ST02916,Biruk,Getachew,M,Grade 7,A,Akaki Campus,2014-11-17
ST02917,Natnael,Tesfaye,M,Grade 10,B,Alem Bank Campus,2016-11-10
ST02918,Samuel,Fekadu,M,Grade 4,B,Akaki Campus,2016-11-14
ST02919,Solomon,Kebede,M,Grade 7,C,Akaki Campus,2012-07-01
ST02920,Samuel,Fekadu,M,Grade 9,B,Akaki Campus,2012-05-20
ST02921,Samuel,Desta,M,Grade 1,C,Alem Bank Campus,2017-09-28
ST02922,Robel,Kassa,M,Grade 10,C,Alem Bank Campus,2014-03-31
ST02923,Saba,Mekonnen,F,Grade 5,C,Alem Bank Campus,2016-02-13
ST02924,Samuel,Bekele,M,Grade 11,C,Nefas Silk Campus,2008-01-23
ST02925,Bethlehem,Tesema,F,Grade 7,B,Alem Bank Campus,2017-06-25
ST02926,Robel,Mekonnen,M,Grade 6,B,Akaki Campus,2014-04-04
ST02927,Liya,Kassa,F,Grade 7,C,Akaki Campus,2013-11-08
ST02928,Elias,Alemu,M,Grade 12,C,Akaki Campus,2014-08-02
ST02929,Elias,Getachew,M,Grade 5,A,Nefas Silk Campus,2015-12-17
ST02930,Solomon,Fekadu,M,Grade 1,B,Nefas Silk Campus,2016-05-04
ST02931,Kaleb,Tsegaye,M,Grade 11,C,Akaki Campus,2012-02-08
ST02932,Hiwot,Tadesse,F,Grade 12,C,Nefas Silk Campus,2014-12-12
ST02933,Kaleb,Kassa,M,Grade 3,B,Nefas Silk Campus,2015-03-29
ST02934,Filmon,Tadesse,M,Grade 1,B,Akaki Campus,2009-05-14
ST02935,Nahom,Kassa,M,Grade 7,C,Nefas Silk Campus,2010-02-05
ST02936,Henok,Tadesse,M,Grade 8,A,Akaki Campus,2012-10-26
ST02937,Robel,Alemu,M,Grade 12,B,Nefas Silk Campus,2014-11-17
ST02938,Mahlet,Yohannes,F,Grade 5,B,Nefas Silk Campus,2016-07-30
ST02939,Tigist,Alemu,F,Grade 11,A,Akaki Campus,2009-08-24
ST02940,Yared,Mekonnen,M,Grade 8,A,Alem Bank Campus,2013-08-19
ST02941,Betelhem,Nigatu,F,Grade 5,A,Akaki Campus,2013-08-31
ST02942,Liya,Alemu,F,Grade 5,A,Alem Bank Campus,2012-03-14
ST02943,Bethlehem,Mekonnen,F,Grade 5,B,Akaki Campus,2011-12-29
ST02944,Rediet,Tsegaye,F,Grade 1,C,Akaki Campus,2007-03-08
ST02945,Saron,Getachew,F,Grade 10,B,Akaki Campus,2013-10-30
ST02946,Fikirte,Abebe,F,Grade 8,A,Alem Bank Campus,2014-12-29
ST02947,Yared,Abebe,M,Grade 8,C,Alem Bank Campus,2009-11-03
ST02948,Natnael,Desta,M,Grade 7,B,Alem Bank Campus,2009-05-13
ST02949,Dawit,Mekonnen,M,Grade 4,B,Alem Bank Campus,2014-05-16
ST02950,Robel,Abebe,M,Grade 4,A,Nefas Silk Campus,2009-02-08
ST02951,Kidus,Fikre,M,Grade 8,A,Alem Bank Campus,2014-01-26
ST02952,Saba,Worku,F,Grade 5,C,Alem Bank Campus,2017-09-13
ST02953,Almaz,Girma,F,Grade 2,C,Alem Bank Campus,2012-05-14
ST02954,Genet,Alemu,F,Grade 1,A,Alem Bank Campus,2017-07-21
ST02955,Tewodros,Girma,M,Grade 11,C,Akaki Campus,2013-09-20
ST02956,Betelhem,Tesema,F,Grade 4,B,Alem Bank Campus,2008-09-28
ST02957,Mahlet,Mekonnen,F,Grade 4,A,Alem Bank Campus,2016-07-15
ST02958,Rediet,Tsegaye,F,Grade 9,A,Nefas Silk Campus,2010-11-10
ST02959,Biniam,Bekele,M,Grade 1,C,Nefas Silk Campus,2007-10-03
ST02960,Yared,Tsegaye,M,Grade 1,B,Alem Bank Campus,2009-07-20
ST02961,Kaleb,Tesema,M,Grade 10,A,Alem Bank Campus,2014-07-20
ST02962,Rahel,Girma,F,Grade 7,C,Akaki Campus,2013-02-16
ST02963,Yared,Alemu,M,Grade 7,B,Alem Bank Campus,2011-04-11
ST02964,Meron,Nigatu,F,Grade 12,A,Alem Bank Campus,2007-03-29
ST02965,Kaleb,Worku,M,Grade 10,A,Nefas Silk Campus,2012-12-15
ST02966,Saron,Getachew,F,Grade 7,B,Akaki Campus,2014-04-12
ST02967,Tigist,Alemu,F,Grade 5,A,Nefas Silk Campus,2011-05-01
ST02968,Samuel,Bekele,M,Grade 11,A,Akaki Campus,2015-03-01
ST02969,Kidus,Tsegaye,M,Grade 8,A,Alem Bank Campus,2011-01-08
ST02970,Bereket,Tsegaye,M,Grade 2,A,Nefas Silk Campus,2013-03-24
ST02971,Daniel,Nigatu,M,Grade 4,A,Alem Bank Campus,2012-10-07
ST02972,Hiwot,Solomon,F,Grade 2,A,Akaki Campus,2010-11-11
ST02973,Yosef,Tadesse,M,Grade 1,A,Nefas Silk Campus,2011-06-19
ST02974,Fikirte,Alemu,F,Grade 1,B,Alem Bank Campus,2011-09-12
ST02975,Saba,Desta,F,Grade 4,A,Alem Bank Campus,2015-12-11
ST02976,Nahom,Yohannes,M,Grade 1,C,Alem Bank Campus,2009-05-11
ST02977,Biniam,Getachew,M,Grade 6,C,Alem Bank Campus,2007-04-25
ST02978,Liya,Kebede,F,Grade 11,B,Akaki Campus,2014-09-08
ST02979,Rahel,Fikre,F,Grade 12,B,Akaki Campus,2015-04-12
ST02980,Biruk,Kebede,M,Grade 4,B,Akaki Campus,2016-04-29
ST02981,Henok,Solomon,M,Grade 6,B,Akaki Campus,2007-02-06
ST02982,Mekdes,Tesema,F,Grade 5,A,Nefas Silk Campus,2013-12-12
ST02983,Bethlehem,Fikre,F,Grade 11,C,Akaki Campus,2016-12-02
ST02984,Natnael,Fekadu,M,Grade 8,C,Alem Bank Campus,2011-05-24
ST02985,Mahlet,Fekadu,F,Grade 12,A,Alem Bank Campus,2007-06-25
ST02986,Natnael,Mekonnen,M,Grade 7,C,Nefas Silk Campus,2014-10-23
ST02987,Ruth,Tesfaye,F,Grade 9,B,Alem Bank Campus,2016-02-25
ST02988,Henok,Nigatu,M,Grade 2,A,Nefas Silk Campus,2011-06-14
ST02989,Rediet,Bekele,F,Grade 2,A,Nefas Silk Campus,2014-09-11
ST02990,Saba,Nigatu,F,Grade 3,C,Nefas Silk Campus,2015-01-15
ST02991,Kidus,Tadesse,M,Grade 3,B,Nefas Silk Campus,2011-09-25
ST02992,Nahom,Tadesse,M,Grade 4,C,Nefas Silk Campus,2008-02-05
ST02993,Bereket,Kebede,M,Grade 11,B,Alem Bank Campus,2014-07-23
ST02994,Liya,Tesema,F,Grade 9,A,Nefas Silk Campus,2012-08-08
ST02995,Samuel,Tesema,M,Grade 4,C,Nefas Silk Campus,2007-01-07
ST02996,Samrawit,Tesema,F,Grade 10,A,Nefas Silk Campus,2017-09-08
ST02997,Samuel,Tesfaye,M,Grade 11,C,Nefas Silk Campus,2014-02-06
ST02998,Almaz,Fekadu,F,Grade 11,A,Alem Bank Campus,2012-11-05
ST02999,Rahel,Bekele,F,Grade 11,C,Alem Bank Campus,2007-05-05
ST03000,Abel,Kassa,M,Grade 5,C,Nefas Silk Campus,2011-09-19
ST03001,Selam,Worku,F,Grade 10,C,Nefas Silk Campus,2011-03-07
ST03002,Hiwot,Girma,F,Grade 12,B,Alem Bank Campus,2011-01-05
ST03003,Abel,Tesfaye,M,Grade 3,C,Nefas Silk Campus,2008-10-17
ST03004,Meron,Hailu,F,Grade 12,C,Alem Bank Campus,2010-12-22
ST03005,Tigist,Hailu,F,Grade 8,C,Akaki Campus,2007-07-27
ST03006,Biruk,Girma,M,Grade 12,B,Alem Bank Campus,2015-09-25
ST03007,Bethlehem,Solomon,F,Grade 7,B,Akaki Campus,2011-05-11
ST03008,Kaleb,Fikre,M,Grade 5,C,Alem Bank Campus,2007-06-28
ST03009,Saron,Kassa,F,Grade 8,B,Akaki Campus,2008-07-15
ST03010,Saba,Hailu,F,Grade 8,C,Nefas Silk Campus,2015-08-17
ST03011,Genet,Tesfaye,F,Grade 2,B,Akaki Campus,2014-07-05
ST03012,Robel,Bekele,M,Grade 2,C,Akaki Campus,2013-10-22
ST03013,Tigist,Kassa,F,Grade 11,A,Nefas Silk Campus,2011-10-31
ST03014,Genet,Fekadu,F,Grade 3,C,Akaki Campus,2010-11-27
ST03015,Biruk,Nigatu,M,Grade 12,C,Nefas Silk Campus,2015-06-20
ST03016,Kidus,Desta,M,Grade 7,B,Alem Bank Campus,2016-08-12
ST03017,Selam,Tsegaye,F,Grade 8,A,Akaki Campus,2017-02-23
ST03018,Genet,Tadesse,F,Grade 3,B,Akaki Campus,2009-05-07
ST03019,Fikirte,Kebede,F,Grade 6,A,Alem Bank Campus,2008-05-06
ST03020,Abel,Fikre,M,Grade 11,C,Alem Bank Campus,2011-11-23
ST03021,Rahel,Yohannes,F,Grade 12,A,Akaki Campus,2007-04-13
ST03022,Ruth,Alemu,F,Grade 5,C,Alem Bank Campus,2013-10-01
ST03023,Kidus,Girma,M,Grade 6,A,Akaki Campus,2013-03-04
ST03024,Filmon,Fekadu,M,Grade 6,B,Akaki Campus,2016-12-19
ST03025,Solomon,Kassa,M,Grade 5,A,Alem Bank Campus,2009-02-14
ST03026,Mahlet,Bekele,F,Grade 1,C,Nefas Silk Campus,2009-02-14
ST03027,Tewodros,Hailu,M,Grade 10,C,Nefas Silk Campus,2017-01-15
ST03028,Rediet,Fekadu,F,Grade 12,A,Alem Bank Campus,2014-06-11
ST03029,Saba,Solomon,F,Grade 2,C,Akaki Campus,2009-01-24
ST03030,Dawit,Hailu,M,Grade 10,B,Nefas Silk Campus,2007-02-23
ST03031,Rahel,Kebede,F,Grade 6,B,Alem Bank Campus,2010-01-08
ST03032,Yosef,Alemu,M,Grade 7,C,Akaki Campus,2016-06-29
ST03033,Hiwot,Mekonnen,F,Grade 10,C,Akaki Campus,2007-08-27
ST03034,Natnael,Kebede,M,Grade 2,B,Alem Bank Campus,2011-11-19
ST03035,Bereket,Yohannes,M,Grade 7,B,Nefas Silk Campus,2009-07-29
ST03036,Kaleb,Tesfaye,M,Grade 5,A,Akaki Campus,2011-12-05
ST03037,Daniel,Fekadu,M,Grade 6,C,Alem Bank Campus,2010-03-19
ST03038,Nahom,Hailu,M,Grade 7,B,Alem Bank Campus,2014-08-08
ST03039,Ruth,Mekonnen,F,Grade 10,B,Alem Bank Campus,2013-06-19
ST03040,Dawit,Yohannes,M,Grade 1,B,Nefas Silk Campus,2010-01-04
ST03041,Yared,Tesfaye,M,Grade 12,A,Akaki Campus,2014-01-01
ST03042,Henok,Desta,M,Grade 11,A,Nefas Silk Campus,2012-05-14
ST03043,Betelhem,Desta,F,Grade 5,A,Alem Bank Campus,2012-05-23
ST03044,Henok,Tsegaye,M,Grade 10,C,Alem Bank Campus,2017-04-05
ST03045,Fikirte,Worku,F,Grade 11,A,Alem Bank Campus,2011-08-06
ST03046,Abel,Tesema,M,Grade 3,C,Akaki Campus,2016-07-05
ST03047,Almaz,Mekonnen,F,Grade 1,A,Nefas Silk Campus,2010-01-13
ST03048,Mahlet,Fikre,F,Grade 3,C,Nefas Silk Campus,2007-03-10
